provider,file_stem,EDITORA,PROGRAMA,NÚMERO PROGRAMA,EXIBIÇÃO (GRAVADO OU REPRISE),"CATEGORIA DO PROGRAMA (PROGRAMA, NOVELA)",DATA DE EXIBIÇÃO,NOME DA MÚSICA,AUTOR,INTERPRETE,TIPO DE SINCRONIZAÇÃO,PERCENTUAL A PAGAR - EDITORA,VALOR A PAGAR - EDITORA,__title_norm,__author_norm,__is_match,__sheet
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,805,GRAVADO,PROGRAMA,12/11/2023,OI,BRUNO CALIMAN,LEANDRO LOURENÇO SALERNO,FUNDO MUSICAL,100.00%,"1599,43",oi,leandro lourenco salerno,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,805,GRAVADO,PROGRAMA,12/11/2023,MAGICA,FELIPE ARNA FERREIRA / NORMANI COELHO PELEGRINI FILHO / ROBISON JOSE FARIA,GUGO E GUILHERME,FUNDO MUSICAL,33.33%,"533,09",magica,gugo e guilherme,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,805,GRAVADO,PROGRAMA,12/11/2023,MAGICA,FELIPE ARNA FERREIRA / NORMANI COELHO PELEGRINI FILHO / ROBISON JOSE FARIA,GUGO E GUILHERME,FUNDO MUSICAL,66.67%,"1066,34",magica,gugo e guilherme,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,ADDAF - ASS. DEF. DIREITOS AUTORAIS FONOMECÂNICOS,PROGRAMA SILVIO SANTOS,805,GRAVADO,PROGRAMA,12/11/2023,BEIJINHO NO OMBRO,WALLACE VIANA / ANDRE VIEIRA / LEANDRO PARDAL,RAFINHA/BALLET,PERFORMANCE,37.50%,"299,89",beijinho no ombro,rafinha/ballet,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,805,GRAVADO,PROGRAMA,12/11/2023,BEIJINHO NO OMBRO,WALLACE VIANA / ANDRE VIEIRA / LEANDRO PARDAL,RAFINHA/BALLET,PERFORMANCE,50.00%,"399,86",beijinho no ombro,rafinha/ballet,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,805,GRAVADO,PROGRAMA,12/11/2023,BEIJINHO NO OMBRO,WALLACE VIANA / ANDRE VIEIRA / LEANDRO PARDAL,RAFINHA/BALLET,PERFORMANCE,12.50%,"99,96",beijinho no ombro,rafinha/ballet,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,805,GRAVADO,PROGRAMA,12/11/2023,BRISA,IZA / PABLO LUIZ BISPO / RUXELL / SERGIO SANTOS,IZA,FUNDO MUSICAL,75.00%,"1199,57",brisa,iza,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,805,GRAVADO,PROGRAMA,12/11/2023,BRISA,IZA / PABLO LUIZ BISPO / RUXELL / SERGIO SANTOS,IZA,FUNDO MUSICAL,25.00%,"399,86",brisa,iza,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,THE NOITE,2452,GRAVADO,PROGRAMA,17/11/2023,PARA QUE TÁ FEIO,CAMILA MORAES / DOM VITTOR / PEDRO TICKS / VIANA / VPEREIRA,KAMISA10,PERFORMANCE,100.00%,"799,71",para que ta feio,kamisa10,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,PROGRAMA SILVIO SANTOS,804,GRAVADO,PROGRAMA,05/11/2023,PRIMAVERA,CASSIANO / SILVIO ROCHAEL,TIM MAIA,FUNDO MUSICAL,100.00%,"1599,43",primavera,tim maia,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,PROGRAMA SILVIO SANTOS,804,GRAVADO,PROGRAMA,05/11/2023,ALMA,ANTUNES FILHO / GOMES,ZELIA DUNCAN,FUNDO MUSICAL,50.00%,"799,72",alma,zelia duncan,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,804,GRAVADO,PROGRAMA,05/11/2023,ALMA,ANTUNES FILHO / GOMES,ZELIA DUNCAN,FUNDO MUSICAL,50.00%,"799,72",alma,zelia duncan,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA DO RATINHO,3444,GRAVADO,PROGRAMA,29/11/2023,DIANA,FRED JORGE / PAUL ANKA,NOVA BANDA DO RATINHO,PERFORMANCE,100.00%,"799,71",diana,nova banda do ratinho,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,ADDAF - ASS. DEF. DIREITOS AUTORAIS FONOMECÂNICOS,PROGRAMA SILVIO SANTOS,806,GRAVADO,PROGRAMA,19/11/2023,BEIJINHO NO OMBRO,WALLACE VIANA / ANDRE VIEIRA / LEANDRO PARDAL,LUZ/NATASHA PIVA/GIL,PERFORMANCE,37.50%,"299,89",beijinho no ombro,luz/natasha piva/gil,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,806,GRAVADO,PROGRAMA,19/11/2023,BEIJINHO NO OMBRO,WALLACE VIANA / ANDRE VIEIRA / LEANDRO PARDAL,LUZ/NATASHA PIVA/GIL,PERFORMANCE,50.00%,"399,86",beijinho no ombro,luz/natasha piva/gil,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,806,GRAVADO,PROGRAMA,19/11/2023,BEIJINHO NO OMBRO,WALLACE VIANA / ANDRE VIEIRA / LEANDRO PARDAL,LUZ/NATASHA PIVA/GIL,PERFORMANCE,12.50%,"99,96",beijinho no ombro,luz/natasha piva/gil,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,THIAGO ABDULAHAD NUNES RIOS ME,PROGRAMA SILVIO SANTOS,806,GRAVADO,PROGRAMA,19/11/2023,MALVADA,RIVALDO SOARES / SHYLTON FERNANDES / BRENO LIMA,LUCAS GUEDEZ,PERFORMANCE,66.66%,"533,09",malvada,lucas guedez,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,806,GRAVADO,PROGRAMA,19/11/2023,MALVADA,RIVALDO SOARES / SHYLTON FERNANDES / BRENO LIMA,LUCAS GUEDEZ,PERFORMANCE,33.34%,"266,62",malvada,lucas guedez,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,PROGRAMA SILVIO SANTOS,806,GRAVADO,PROGRAMA,19/11/2023,FELICIDADE,GABRIEL DE MOURA PASSOS / ANGELO VITOR SIMPLICIO DA SILVA / JORGE MARIO DA SILVA / JORGE LEANDRO PEREIRA DA SILVA,SEU JORGE,FUNDO MUSICAL,50.00%,"799,72",felicidade,seu jorge,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,806,GRAVADO,PROGRAMA,19/11/2023,FELICIDADE,GABRIEL DE MOURA PASSOS / ANGELO VITOR SIMPLICIO DA SILVA / JORGE MARIO DA SILVA / JORGE LEANDRO PEREIRA DA SILVA,SEU JORGE,FUNDO MUSICAL,25.00%,"399,86",felicidade,seu jorge,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,806,GRAVADO,PROGRAMA,19/11/2023,FELICIDADE,GABRIEL DE MOURA PASSOS / ANGELO VITOR SIMPLICIO DA SILVA / JORGE MARIO DA SILVA / JORGE LEANDRO PEREIRA DA SILVA,SEU JORGE,FUNDO MUSICAL,25.00%,"399,86",felicidade,seu jorge,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,BMG RIGHTS MANAGEMENT BRASIL LTDA,THE NOITE (REPRISE),649,REPRISE,PROGRAMA,30/03/2024,HEY JOE,BILLY ROBERTS,JIMMI HENDRIX,PERFORMANCE,100.00%,390.96,hey joe,jimmi hendrix,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,CIRCO DO TIRU,2,GRAVADO,PROGRAMA,23/03/2024,GOLD,STEPHANIE KIARA,STEPHANIE KIARA,FUNDO MUSICAL,100.00%,1673.31,gold,stephanie kiara,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA DO RATINHO,3526,GRAVADO,PROGRAMA,29/03/2024,MORENA,ALEX SANDRO GOMES DE AGUIAR ALVES / ANTONIO AVELAR BORGES JUNIOR / MARCELO BERNARDES DE OLIVEIRA / RAFAEL LIBORIO DE SOUZA,CLAYTON E ROMÁRIO,PERFORMANCE,100.00%,836.65,morena,clayton e romario,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,825,GRAVADO,PROGRAMA,31/03/2024,CHOCOLATE,AUGUSTO CESAR DE OLIVEIRA TEIXEIRA / MIHAIL PLOPSCHI / PAULO SERGIO KOSTENBADER VALLE,ANGÉLICA,FUNDO MUSICAL,100.00%,1673.31,chocolate,angelica,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,THIAGO ABDULAHAD NUNES RIOS ME,PROGRAMA SILVIO SANTOS,825,GRAVADO,PROGRAMA,31/03/2024,MALVADA,RIVALDO SOARES / SHYLTON FERNANDES / BRENO LIMA,ZÉ FELIPE,FUNDO MUSICAL,33.33%,557.71,malvada,ze felipe,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,825,GRAVADO,PROGRAMA,31/03/2024,MALVADA,RIVALDO SOARES / SHYLTON FERNANDES / BRENO LIMA,ZÉ FELIPE,FUNDO MUSICAL,66.67%,1115.6,malvada,ze felipe,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,825,GRAVADO,PROGRAMA,31/03/2024,DEJA VU,LUAN SANTANA / LUCAS SANTOS / MATHEUS MARCOLINO / MATHEUS ALEIXO,LUAN SANTANA,FUNDO MUSICAL,100.00%,1673.31,deja vu,luan santana,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,825,GRAVADO,PROGRAMA,31/03/2024,CHOCOLATE,TIM MAIA,TIM MAIA,FUNDO MUSICAL,100.00%,1673.31,chocolate,tim maia,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA DO RATINHO,3510,GRAVADO,PROGRAMA,07/03/2024,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,SAKAMOTO,PERFORMANCE,100.00%,836.65,macetando,sakamoto,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,IRMÃOS VITALE EDITORES LTDA,PROGRAMA DO RATINHO,3510,GRAVADO,PROGRAMA,07/03/2024,SEBASTIANA,ROSIL CAVALCANTI,NOVA BANDA DO RATINHO,PERFORMANCE,100.00%,836.65,sebastiana,nova banda do ratinho,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA RAUL GIL,698,GRAVADO,PROGRAMA,16/03/2024,O MELHOR PRA MIM,FRANCA COSTA / SOARES,ELI SOARES,PERFORMANCE,50.00%,418.32,o melhor pra mim,eli soares,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,PROGRAMA RAUL GIL,698,GRAVADO,PROGRAMA,16/03/2024,O MELHOR PRA MIM,FRANCA COSTA / SOARES,ELI SOARES,PERFORMANCE,50.00%,418.32,o melhor pra mim,eli soares,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA DO RATINHO,3516,GRAVADO,PROGRAMA,15/03/2024,DIANA,FRED JORGE / PAUL ANKA,NOVA BANDA DO RATINHO,PERFORMANCE,100.00%,836.65,diana,nova banda do ratinho,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA DO RATINHO,3516,GRAVADO,PROGRAMA,15/03/2024,ABISMO,BRUNO RIGAMONTE CARNEIRO / EMANUELLA TENORIO ROCHA / RICARDUS MAXIMUS MIRANDA DA CUNHA JUNIOR / THALLYSON LIMA,MANU BAHTIDÃO,PERFORMANCE,25.00%,209.16,abismo,manu bahtidao,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,BMG RIGHTS MANAGEMENT BRASIL LTDA,PROGRAMA DO RATINHO,3516,GRAVADO,PROGRAMA,15/03/2024,ABISMO,BRUNO RIGAMONTE CARNEIRO / EMANUELLA TENORIO ROCHA / RICARDUS MAXIMUS MIRANDA DA CUNHA JUNIOR / THALLYSON LIMA,MANU BAHTIDÃO,PERFORMANCE,75.00%,627.49,abismo,manu bahtidao,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,DOMINGO LEGAL,1575,GRAVADO,PROGRAMA,17/03/2024,FLUTUANDO,Costa Oliveira  Raphael / Pereira Pinho  Matheus,ZERO61,FUNDO MUSICAL,100.00%,1673.31,flutuando,zero61,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,821,GRAVADO,PROGRAMA,03/03/2024,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,IVETE,PERFORMANCE,100.00%,836.65,macetando,ivete,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,821,GRAVADO,PROGRAMA,03/03/2024,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,DANIEL LEVI,PERFORMANCE,100.00%,836.65,macetando,daniel levi,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,821,GRAVADO,PROGRAMA,03/03/2024,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,VICTOR SARRO,PERFORMANCE,100.00%,836.65,macetando,victor sarro,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,821,GRAVADO,PROGRAMA,03/03/2024,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,LUZ/NATASCHA PIVA/GIL FERRAZ,PERFORMANCE,100.00%,836.65,macetando,luz/natascha piva/gil ferraz,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,TUNEL DOS SONHOS,3524,GRAVADO,PROGRAMA,27/03/2024,OI,BRUNO CALIMAN,NOVA BANDA DO RATINHO,PERFORMANCE,100.00%,836.65,oi,nova banda do ratinho,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,PROGRAMA SILVIO SANTOS,823,GRAVADO,PROGRAMA,17/03/2024,VERMELHO,GLORIA GROOVE / MC DALESTE / PABLO BISPO / RUXELL,LUZ/GIL FERRAZ/NATASHA PAIVA,PERFORMANCE,16.66%,139.39,vermelho,luz/gil ferraz/natasha paiva,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,823,GRAVADO,PROGRAMA,17/03/2024,VERMELHO,GLORIA GROOVE / MC DALESTE / PABLO BISPO / RUXELL,LUZ/GIL FERRAZ/NATASHA PAIVA,PERFORMANCE,83.34%,697.26,vermelho,luz/gil ferraz/natasha paiva,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,823,GRAVADO,PROGRAMA,17/03/2024,MACETANDO,IVERSON DE SOUZA ARAUJO,IVETE SANGALO,FUNDO MUSICAL,100.00%,1673.31,macetando,ivete sangalo,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,PROGRAMA SILVIO SANTOS,823,GRAVADO,PROGRAMA,17/03/2024,VERDADE,CARLINHOS SANTANA / NELSON RUFINO,ZECA PAGODINHO,FUNDO MUSICAL,50.00%,836.66,verdade,zeca pagodinho,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,823,GRAVADO,PROGRAMA,17/03/2024,VERDADE,CARLINHOS SANTANA / NELSON RUFINO,ZECA PAGODINHO,FUNDO MUSICAL,50.00%,836.66,verdade,zeca pagodinho,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,824,GRAVADO,PROGRAMA,24/03/2024,SÓ VOCÊ,CARLOS VINICIUS SILVA CANTUARIA VINICIUS CANTUARIA,BANDA SILVIO SANTOS,PERFORMANCE,100.00%,836.65,so voce,banda silvio santos,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,ATRAÇÃO PRODUÇÕES ILIMITADAS LTDA,PROGRAMA SILVIO SANTOS,824,GRAVADO,PROGRAMA,24/03/2024,LUA,ALOK ACHKAR PERES PETRILLO / ANA FLAVIA CASTELA / DIEGO FERRARI / EVERTON MATOS / FABIO PEREIRA DA SILVA / GUSTAVO DA HUNGRIA NEVES / MARCOS ROBERTO RIBEIRO CARVALHO / MATEUS FELIPE FELIX DA SILVA,PATRICIA/ BALÉ PSS,PERFORMANCE,100.00%,836.65,lua,patricia/ bale pss,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,PROGRAMA SILVIO SANTOS,822,GRAVADO,PROGRAMA,10/03/2024,ME CHAMA,LOBAO,LEANDRO LOURENÇO SALERNO,FUNDO MUSICAL,100.00%,1673.31,me chama,leandro lourenco salerno,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,822,GRAVADO,PROGRAMA,10/03/2024,PERIGO,NICO REZENDE / PAULINHO LIMA,LEANDRO LOURENÇO SALERNO,FUNDO MUSICAL,50.00%,836.66,perigo,leandro lourenco salerno,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,822,GRAVADO,PROGRAMA,10/03/2024,PERIGO,NICO REZENDE / PAULINHO LIMA,LEANDRO LOURENÇO SALERNO,FUNDO MUSICAL,50.00%,836.66,perigo,leandro lourenco salerno,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,CIRCO DO TIRU,3,GRAVADO,PROGRAMA,30/03/2024,SE JOGA,Riva Amarante Nogueira Sandro / Silva Ronaldo Jorge Da,NALDO BENNY,PERFORMANCE,100.00%,836.65,se joga,naldo benny,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA RAUL GIL,699,GRAVADO,PROGRAMA,23/03/2024,O MELHOR PRA MIM,FRANCA COSTA / SOARES,ED CARLOS,PERFORMANCE,50.00%,418.32,o melhor pra mim,ed carlos,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,PROGRAMA RAUL GIL,699,GRAVADO,PROGRAMA,23/03/2024,O MELHOR PRA MIM,FRANCA COSTA / SOARES,ED CARLOS,PERFORMANCE,50.00%,418.32,o melhor pra mim,ed carlos,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA DO RATINHO,3487,GRAVADO,PROGRAMA,05/02/2024,DIANA,FRED JORGE / PAUL ANKA,ANTONIA,PERFORMANCE,100.00%,"836,65",diana,antonia,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,THE NOITE (REPRISE),2513,REPRISE,PROGRAMA,10/02/2024,LIVRE,CESAR LEMOS,WANESSA CAMARGO,PERFORMANCE,100.00%,"390,96",livre,wanessa camargo,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,THE NOITE (REPRISE),2513,REPRISE,PROGRAMA,10/02/2024,LEVE,BARBARA DIAS / BIBI / GUTO OLIVEIRA / LUCAS LIMA / MIKE TULIO / SANDY,WANESSA CAMARGO E SANDY,PERFORMANCE,66.69%,"260,73",leve,wanessa camargo e sandy,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,THE NOITE (REPRISE),2513,REPRISE,PROGRAMA,10/02/2024,LEVE,BARBARA DIAS / BIBI / GUTO OLIVEIRA / LUCAS LIMA / MIKE TULIO / SANDY,WANESSA CAMARGO E SANDY,PERFORMANCE,33.31%,"130,23",leve,wanessa camargo e sandy,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,SONY MUSIC PUBLISHING (BRASIL) EDIÇÕES MUSICAIS LTDA,PROGRAMA RAUL GIL (REPRISE),692,REPRISE,PROGRAMA,03/02/2024,ALELUIA,LEONARD COHEN,MIGUEL SOUZA,PERFORMANCE,100.00%,"390,96",aleluia,miguel souza,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,ELIANA (REPRISE),753,REPRISE,PROGRAMA,25/02/2024,CONVITE,BRUNNO GABRYEL / MARQUINHOS DE MORAES,MARVVILA,PERFORMANCE,100.00%,"390,96",convite,marvvila,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DECK PRODUÇÕES ARTÍSTICAS LTDA,PROGRAMA SILVIO SANTOS,818,GRAVADO,PROGRAMA,11/02/2024,SINAIS,THIAGO SILVA / SERGIO JR / BRUNO CARDOSO,SORRISO MAROTO,PERFORMANCE,100.00%,"836,65",sinais,sorriso maroto,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,818,GRAVADO,PROGRAMA,11/02/2024,ELA,BRUNO CARDOSO / SERGIO JR / THIAGO SILVA,SORRISO MAROTO,PERFORMANCE,100.00%,"836,65",ela,sorriso maroto,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,819,GRAVADO,PROGRAMA,18/02/2024,NA NA NA,EMILE GHANTOUS / ERIK NELSON / FRANCESCA FRANCCI RICHARD,COVER NOW UNITED,PERFORMANCE,100.00%,"836,65",na na na,cover now united,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA SILVIO SANTOS,819,GRAVADO,PROGRAMA,18/02/2024,NA NA NA,EMILE GHANTOUS / ERIK NELSON / FRANCESCA FRANCCI RICHARD,AUDITORIO,PERFORMANCE,100.00%,"836,65",na na na,auditorio,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,PÉ DE VERSO LTDA,PROGRAMA SILVIO SANTOS,819,GRAVADO,PROGRAMA,18/02/2024,VOCÊ DE VOLTA,MARCO AURELIO,BANDA SILVIO SANTOS,PERFORMANCE,100.00%,"836,65",voce de volta,banda silvio santos,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,WARNER CHAPPELL EDIÇÕES MUSICAIS LTDA,PROGRAMA SILVIO SANTOS,819,GRAVADO,PROGRAMA,18/02/2024,AQUELAS COISAS,DANIEL MENDES DE ARAUJO DANTAS DANIEL MENDES / WASHINGTON VIEIRA FRAGA JUNIOR,JOÃO GOMES /TARCÍSIO DO ACORDEON,FUNDO MUSICAL,100.00%,"1673,31",aquelas coisas,joao gomes /tarcisio do acordeon,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,IRMÃOS VITALE EDITORES LTDA,ELIANA,753,GRAVADO,PROGRAMA,25/02/2024,SAUDADE,CRYSTIAN RALF,FELIPE ARAÚJO E JOÃO REIS,PERFORMANCE,100.00%,"836,65",saudade,felipe araujo e joao reis,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,MK MUSIC EDIÇÕES MUSICAIS LTDA,ELIANA,752,GRAVADO,PROGRAMA,18/02/2024,DESERTO,ANDERSON RICARDO FREIRE / ANDRE VERIDIANO FREIRE,MARIANNY ALVES COELHO,PERFORMANCE,100.00%,"836,65",deserto,marianny alves coelho,True,Relatório Solicitação
SBT,Unificado SBT nov dez 23 e jan fev mar 24,DIVERSAS,PROGRAMA DO RATINHO,3504,GRAVADO,PROGRAMA,28/02/2024,MACETANDO,IVETE MARIA DIAS DE SANGALO / LUCIANO CHAVES DOS SANTOS / SAMIR PEREIRA TRINDADE,IVETE SANGALO,FUNDO MUSICAL,100.00%,"1673,31",macetando,ivete sangalo,True,Relatório Solicitação
